nb_loan_number,nb_original_balance,nb_original_fico,nb_debt_ratio,nb_original_rate,nb_original_ltv,nb_original_cltv,nb_unit_count,nb_original_term,nb_io_term,nb_origination_date,nb_maturity_date,nb_purpose_code,nb_occupancy_code,nb_documentation_type_code,nb_property_type_code,nb_property_zip_code
403,76000,514,NULL,NULL,66.09,0,1,360,NULL,11/26/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,8071
404,127800,660,NULL,NULL,90,0,1,360,60,12/1/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,19018
405,52608,513,NULL,NULL,51.08,0,1,360,NULL,12/20/04,1/1/35,RefiWithCash,Owner,AllDocs,SingleFamily,18403
406,396000,649,NULL,NULL,90,0,2,360,NULL,8/3/04,9/1/34,RefiWithCash,Owner,LimitedDocs,Multi,2125
407,105600,698,NULL,NULL,80,100,1,360,NULL,7/13/04,8/1/34,Purchase,Owner,LimitedDocs,SingleFamily,2908
408,145000,545,NULL,NULL,60.44,0,1,360,NULL,8/5/04,9/1/34,Purchase,Owner,LimitedDocs,SingleFamily,2702
409,233250,577,NULL,NULL,75,0,1,360,NULL,8/23/04,9/1/34,Refi,Owner,LimitedDocs,SingleFamily,2126
410,325000,723,NULL,NULL,65,0,3,360,NULL,8/30/04,9/1/34,RefiWithCash,Owner,LimitedDocs,Multi,2128
411,459200,662,NULL,NULL,80,95,2,360,NULL,8/25/04,9/1/34,Refi,Owner,LimitedDocs,Multi,2122
412,240350,672,NULL,NULL,95,0,1,360,NULL,9/15/04,10/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,4021
413,212500,580,NULL,NULL,85,0,2,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,AllDocs,Multi,6514
414,147000,622,NULL,NULL,70,0,1,360,NULL,10/13/04,11/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,4005
415,171200,616,NULL,NULL,80,100,1,360,NULL,9/30/04,10/1/34,Purchase,Owner,AllDocs,SingleFamily,2301
416,344800,584,NULL,NULL,80,0,1,360,NULL,10/13/04,11/1/34,Purchase,Owner,AllDocs,SingleFamily,2919
417,215000,591,NULL,NULL,47.25,0,1,360,NULL,9/27/04,10/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,2837
418,250000,620,NULL,NULL,58.82,0,1,360,NULL,9/29/04,10/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,2035
419,157250,601,NULL,NULL,85,0,2,360,NULL,9/17/04,10/1/34,Purchase,Owner,LimitedDocs,Multi,1108
420,282150,647,NULL,NULL,95,0,1,360,60,9/30/04,10/1/34,Purchase,Owner,AllDocs,SingleFamily,2451
421,316200,637,NULL,NULL,85,0,1,360,NULL,10/8/04,11/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,2382
422,350000,648,NULL,NULL,56.63,0,3,360,NULL,10/12/04,11/1/34,RefiWithCash,Owner,LimitedDocs,Multi,2145
423,375000,661,NULL,NULL,78.95,0,2,360,NULL,10/4/04,10/1/34,RefiWithCash,Owner,LimitedDocs,Multi,2368
424,232000,673,NULL,NULL,80,0,3,360,NULL,10/8/04,11/1/34,RefiWithCash,NotOwner,LimitedDocs,Multi,1609
425,240000,540,NULL,NULL,75.71,0,2,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,LimitedDocs,Multi,1520
426,255000,526,NULL,NULL,79.94,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,2302
427,304500,644,NULL,NULL,70,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,3809
428,185000,640,NULL,NULL,66.07,0,1,360,NULL,11/19/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,2764
429,361200,746,NULL,NULL,76.2,0,3,360,NULL,11/8/04,11/1/34,RefiWithCash,Owner,LimitedDocs,Multi,2124
430,194000,628,NULL,NULL,90.65,0,2,360,NULL,11/15/04,12/1/34,RefiWithCash,Owner,AllDocs,Multi,1571
431,191250,594,NULL,NULL,85,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,3276
432,108000,596,NULL,NULL,80,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,1089
433,230000,604,NULL,NULL,64.97,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,1420
434,294000,660,NULL,NULL,79.89,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,2360
435,294000,535,NULL,NULL,73.5,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,1583
436,183920,687,NULL,NULL,80,100,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,Condo,1876
437,190000,657,NULL,NULL,58.46,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,2136
438,158400,687,NULL,NULL,80,100,1,360,NULL,11/23/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,3255
439,255200,602,NULL,NULL,80,100,1,360,NULL,11/19/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,3038
440,173000,563,NULL,NULL,73.62,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,1504
441,205000,614,NULL,NULL,75.65,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,2865
442,260000,572,NULL,NULL,65,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,1821
443,232000,603,NULL,NULL,77.33,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,23872
444,230400,697,NULL,NULL,80,100,1,360,NULL,11/29/04,12/1/34,Purchase,Owner,LimitedDocs,Condo,2766
445,228000,664,NULL,NULL,80,100,1,360,NULL,12/3/04,1/1/35,Purchase,Owner,LimitedDocs,SingleFamily,2191
446,56000,561,NULL,NULL,74.67,0,1,360,NULL,12/17/04,1/1/35,RefiWithCash,Owner,AllDocs,Condo,6610
447,209950,761,NULL,NULL,95,0,1,360,60,6/28/04,7/1/34,Purchase,Owner,AllDocs,SingleFamily,89121
448,164000,666,NULL,NULL,80,0,1,360,NULL,10/6/04,11/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,85018
449,194732,539,NULL,NULL,80,0,1,360,NULL,10/11/04,11/1/34,Purchase,Owner,AllDocs,PUD,34773
450,151200,630,NULL,NULL,80,100,1,360,NULL,10/19/04,10/1/34,Purchase,Owner,AllDocs,SingleFamily,89048
451,51200,613,NULL,NULL,86.05,0,1,360,NULL,9/1/04,10/1/34,RefiWithCash,Owner,AllDocs,PUD,85033
452,228727,602,NULL,NULL,80,100,1,360,NULL,11/5/04,11/1/34,Purchase,Owner,AllDocs,PUD,85641
453,168000,600,NULL,NULL,80,100,1,360,60,10/13/04,11/1/34,Purchase,Owner,AllDocs,PUD,85234
454,133600,603,NULL,NULL,80,100,1,360,NULL,11/22/04,12/1/34,Refi,Owner,AllDocs,PUD,85747
455,225250,642,NULL,NULL,85,0,1,360,NULL,11/18/04,12/1/34,Purchase,Second,LimitedDocs,SingleFamily,85228
456,106000,575,NULL,NULL,68.39,82.15,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,85023
457,144000,563,NULL,NULL,80,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,89107
458,205700,570,NULL,NULL,85,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,PUD,89032
459,220000,606,NULL,NULL,80,100,1,360,60,11/30/04,12/1/34,Purchase,Owner,AllDocs,PUD,85086
460,216000,645,NULL,NULL,80,100,1,360,NULL,11/17/04,12/1/34,RefiWithCash,Owner,LimitedDocs,PUD,85715
461,130500,616,NULL,NULL,90,0,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,LimitedDocs,Condo,89110
462,180500,687,NULL,NULL,91.16,0,1,360,60,11/19/04,12/1/34,RefiWithCash,Owner,AllDocs,PUD,89145
463,201004,568,NULL,NULL,64.84,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,85749
464,210000,569,NULL,NULL,62.13,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,LimitedDocs,PUD,89129
465,125000,546,NULL,NULL,67.57,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,85225
466,93200,643,NULL,NULL,80,100,1,360,60,11/30/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,85220
467,245100,692,NULL,NULL,95,0,1,360,60,12/7/04,1/1/35,Purchase,Owner,LimitedDocs,PUD,89129
468,101250,514,NULL,NULL,75,0,1,360,NULL,12/14/04,1/1/35,RefiWithCash,Owner,LimitedDocs,SingleFamily,85051
469,97600,NULL,NULL,NULL,80,0,1,360,NULL,12/17/04,1/1/35,Purchase,Owner,LimitedDocs,SingleFamily,85335
470,102125,712,NULL,NULL,95,0,1,360,NULL,6/30/04,7/1/34,Refi,Owner,AllDocs,SingleFamily,99205
471,189600,612,NULL,NULL,80,0,1,360,NULL,7/30/04,8/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,95350
472,156800,543,NULL,NULL,80,0,1,360,NULL,9/15/04,10/1/34,RefiWithCash,Owner,AllDocs,PUD,97060
473,100000,559,NULL,NULL,74.07,0,1,360,NULL,10/1/04,10/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,97203
474,163924,678,NULL,NULL,80,100,1,360,60,9/17/04,10/1/34,Purchase,Owner,LimitedDocs,SingleFamily,98271
475,152000,639,NULL,NULL,80,100,1,360,NULL,11/12/04,11/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,46818
476,185300,609,NULL,NULL,85,0,1,360,NULL,9/30/04,10/1/34,RefiWithCash,Owner,LimitedDocs,PUD,64060
477,120000,593,NULL,NULL,58.54,0,1,360,NULL,10/18/04,11/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,98406
478,130000,563,NULL,NULL,71.04,0,1,360,NULL,10/29/04,11/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,47802
479,240000,609,NULL,NULL,73.85,0,1,360,NULL,10/29/04,11/1/34,RefiWithCash,Owner,LimitedDocs,PUD,33912
480,152000,641,NULL,NULL,80,0,1,360,NULL,10/29/04,11/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,98375
481,219500,532,NULL,NULL,71.73,0,1,360,NULL,10/29/04,11/1/34,Refi,Owner,AllDocs,SingleFamily,89460
482,120000,525,NULL,NULL,75,95,1,360,NULL,11/22/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,99114
483,277500,545,NULL,NULL,75,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,93635
484,192000,675,NULL,NULL,80,100,1,360,NULL,11/19/04,12/1/34,RefiWithCash,Owner,LimitedDocs,PUD,59901
485,68000,633,NULL,NULL,80,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,98531
486,160800,608,NULL,NULL,80,100,1,360,NULL,11/3/04,11/1/34,Purchase,Owner,AllDocs,SingleFamily,98270
487,83200,626,NULL,NULL,80,100,1,360,NULL,11/8/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,37042
488,276000,704,NULL,NULL,80,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,98387
489,52800,600,NULL,NULL,80,100,1,360,NULL,11/19/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,83647
490,168000,638,NULL,NULL,80,0,1,360,NULL,11/18/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,98390
491,210500,613,NULL,NULL,88.45,0,1,360,NULL,11/19/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,89431
492,107200,658,NULL,NULL,80,100,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,97266
493,106000,651,NULL,NULL,80,100,1,360,NULL,11/19/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,83686
494,178544,641,NULL,NULL,80,100,1,360,60,12/13/04,1/1/35,Purchase,Owner,AllDocs,PUD,98375
495,92800,629,NULL,NULL,80,100,1,360,NULL,12/3/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,97838
496,240000,618,NULL,NULL,80,100,1,360,60,11/23/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,98107
497,194400,700,NULL,NULL,80,100,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,PUD,83706
498,175000,657,NULL,NULL,85.37,0,1,360,NULL,12/6/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,97457
499,149000,570,NULL,NULL,59.84,0,1,360,NULL,12/2/04,12/1/34,Purchase,Owner,AllDocs,PUD,83706
500,154800,594,NULL,NULL,90,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,97266
501,151525,617,NULL,NULL,95,0,1,360,NULL,11/30/04,12/1/34,Refi,Owner,AllDocs,SingleFamily,97266
502,196000,570,NULL,NULL,80,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,PUD,89506
503,114000,603,NULL,NULL,95,0,1,360,NULL,12/2/04,12/1/34,Purchase,Owner,AllDocs,Condo,98204
504,123000,668,NULL,NULL,57.48,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,NotOwner,LimitedDocs,SingleFamily,98802
505,308000,674,NULL,NULL,80,100,1,360,60,12/1/04,12/1/34,Purchase,Owner,LimitedDocs,Condo,98121
506,131992,639,NULL,NULL,80,100,1,360,60,12/10/04,1/1/35,Purchase,Owner,AllDocs,SingleFamily,98418
507,131250,542,NULL,NULL,75,0,1,360,NULL,12/22/04,1/1/35,RefiWithCash,Owner,AllDocs,SingleFamily,59808
508,93002,624,NULL,NULL,71.54,0,1,360,NULL,12/22/04,1/1/35,RefiWithCash,Owner,AllDocs,SingleFamily,59901
509,118976,649,NULL,NULL,80,100,1,360,60,12/27/04,1/1/35,Purchase,Owner,AllDocs,SingleFamily,98284
510,216000,540,NULL,NULL,80,0,1,360,NULL,8/4/04,8/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,27536
511,109000,526,NULL,NULL,74.15,0,1,360,NULL,8/25/04,9/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,30294
512,72900,675,NULL,NULL,90,0,1,360,NULL,8/26/04,9/1/34,RefiWithCash,NotOwner,LimitedDocs,SingleFamily,29505
513,72900,675,NULL,NULL,90,0,1,360,NULL,8/26/04,9/1/34,Refi,NotOwner,LimitedDocs,SingleFamily,29505
514,288000,639,NULL,NULL,90,0,1,360,NULL,9/7/04,10/1/34,Refi,Owner,LimitedDocs,SingleFamily,35761
515,270000,662,NULL,NULL,90,0,1,360,NULL,12/1/04,1/1/35,Purchase,Owner,LimitedDocs,SingleFamily,21220
516,215920,633,NULL,NULL,80,100,1,360,NULL,11/29/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,23831
517,120000,664,NULL,NULL,80,0,1,360,NULL,11/12/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,37716
518,55000,653,NULL,NULL,84.66,84.66,1,360,NULL,11/19/04,12/1/34,Refi,Owner,LimitedDocs,SingleFamily,33914
519,183200,611,NULL,NULL,80,100,1,360,NULL,11/1/04,11/1/34,Purchase,Owner,AllDocs,SingleFamily,18330
520,104000,561,NULL,NULL,80,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,23231
521,143000,599,NULL,NULL,65,0,1,360,NULL,12/23/04,1/1/35,RefiWithCash,Owner,AllDocs,SingleFamily,32909
522,97600,534,NULL,NULL,80,0,1,360,NULL,11/17/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,34609
523,187500,548,NULL,NULL,75,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,19709
524,89600,564,NULL,NULL,80,0,1,360,NULL,11/24/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,29644
525,156750,694,NULL,NULL,95,0,1,360,NULL,10/29/04,11/1/34,Purchase,Owner,LimitedDocs,Condo,22003
526,134320,668,NULL,NULL,80,100,1,360,NULL,11/16/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,27520
527,99750,652,NULL,NULL,95,0,1,360,60,11/8/04,12/1/34,RefiWithCash,Owner,AllDocs,Condo,30075
528,110400,604,NULL,NULL,80,100,1,360,NULL,11/17/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,30035
529,73600,604,NULL,NULL,80,100,1,360,NULL,11/22/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,21206
530,124200,729,NULL,NULL,90,0,1,360,NULL,11/15/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,32738
531,109725,569,NULL,NULL,95,0,1,360,NULL,11/15/04,12/1/34,Purchase,Owner,AllDocs,PUD,27610
532,196535,638,NULL,NULL,94,0,1,360,NULL,11/18/04,12/1/34,Purchase,Owner,AllDocs,PUD,30114
533,76000,NULL,NULL,NULL,95,0,1,360,NULL,11/19/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,24055
534,156616,697,NULL,NULL,80,100,1,360,NULL,11/24/04,12/1/34,Purchase,Owner,LimitedDocs,PUD,27606
535,114000,661,NULL,NULL,95,0,1,360,NULL,11/10/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,38680
536,227500,660,NULL,NULL,65,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,PUD,21009
537,139920,750,NULL,NULL,80,100,1,360,NULL,11/30/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,31047
538,177450,558,NULL,NULL,65,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,20735
539,71250,546,NULL,NULL,95,0,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,31206
540,175500,565,NULL,NULL,90,0,1,360,NULL,11/17/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,28366
541,99000,593,NULL,NULL,90,0,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,27107
542,110020,638,NULL,NULL,80,100,1,360,60,12/1/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,30058
543,60800,NULL,NULL,NULL,80,100,1,360,NULL,12/3/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,24012
544,50625,672,NULL,NULL,75,0,1,360,NULL,11/19/04,12/1/34,Purchase,Owner,NoDocs,SingleFamily,28439
545,114950,607,NULL,NULL,95,0,1,360,60,11/24/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,29485
546,72000,600,NULL,NULL,80,100,1,360,NULL,12/3/04,1/1/35,Purchase,Owner,AllDocs,SingleFamily,37415
547,117600,652,NULL,NULL,80,94.97,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,27406
548,110400,641,NULL,NULL,80,100,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,23322
549,112500,664,NULL,NULL,90,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Second,AllDocs,PUD,23453
550,124015,625,NULL,NULL,85,0,1,360,NULL,11/30/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,21830
551,292000,649,NULL,NULL,80,100,1,360,NULL,12/1/04,1/1/35,Purchase,Owner,AllDocs,PUD,20695
552,301500,622,NULL,NULL,90,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,PUD,20147
553,77200,628,NULL,NULL,80,100,1,360,NULL,11/22/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,43232
554,264000,654,NULL,NULL,80,100,1,360,60,11/30/04,12/1/34,Purchase,Owner,AllDocs,Condo,22314
555,282325,652,NULL,NULL,80,100,1,360,60,12/14/04,1/1/35,Purchase,Owner,LimitedDocs,Condo,30092
556,76000,679,NULL,NULL,80,0,1,360,NULL,12/22/04,1/1/35,RefiWithCash,Owner,AllDocs,SingleFamily,17404
557,246500,574,NULL,NULL,85,0,1,360,NULL,8/31/04,9/1/34,Purchase,Owner,LimitedDocs,SingleFamily,7027
558,148000,719,NULL,NULL,80,100,1,360,NULL,6/30/04,7/1/34,Purchase,Owner,AllDocs,SingleFamily,1420
559,188000,509,NULL,NULL,80,0,1,360,NULL,7/27/04,8/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,17024
560,310000,550,NULL,NULL,31.79,0,1,360,NULL,10/12/04,11/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,11705
561,110000,710,NULL,NULL,34.92,0,1,360,NULL,7/12/04,8/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,8109
562,298700,603,NULL,NULL,89.99,0,1,360,NULL,7/30/04,8/1/34,Purchase,Owner,AllDocs,SingleFamily,8505
563,76000,556,NULL,NULL,80,0,2,360,NULL,8/11/04,9/1/34,RefiWithCash,Owner,AllDocs,Multi,13501
564,234500,544,NULL,NULL,71.71,0,1,360,NULL,8/31/04,9/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,14618
565,203625,566,NULL,NULL,75,0,1,360,NULL,9/24/04,10/1/34,Refi,Owner,AllDocs,SingleFamily,1463
566,200000,643,NULL,NULL,51.28,0,1,360,NULL,8/31/04,9/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,8527
567,197100,618,NULL,NULL,91.67,0,1,360,NULL,8/30/04,9/1/34,RefiWithCash,Second,AllDocs,SingleFamily,3818
568,284800,634,NULL,NULL,80,100,2,360,NULL,9/30/04,10/1/34,Purchase,Owner,AllDocs,Multi,1844
569,109400,516,NULL,NULL,78.14,0,1,360,NULL,9/22/04,10/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,6002
570,304000,593,NULL,NULL,80,0,1,360,NULL,9/30/04,10/1/34,Purchase,Owner,LimitedDocs,SingleFamily,2150
571,103500,502,NULL,NULL,66.77,0,1,360,NULL,10/25/04,11/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,12746
572,306000,635,NULL,NULL,88.7,0,1,360,NULL,10/22/04,11/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,2301
573,213300,629,NULL,NULL,90,0,1,360,NULL,10/8/04,11/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,1841
574,202400,604,NULL,NULL,80,100,1,360,NULL,10/25/04,11/1/34,Purchase,Owner,AllDocs,SingleFamily,6498
575,205000,581,NULL,NULL,63.27,0,1,360,NULL,10/29/04,11/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,2660
576,72000,641,NULL,NULL,80,100,1,360,NULL,10/15/04,11/1/34,Purchase,Owner,AllDocs,SingleFamily,16001
577,110000,535,NULL,NULL,24.18,0,2,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,LimitedDocs,Multi,10709
578,117000,508,NULL,NULL,65,0,1,360,NULL,10/25/04,11/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,19014
579,268517,613,NULL,NULL,95,0,1,360,NULL,10/28/04,11/1/34,Purchase,Owner,AllDocs,PUD,22407
580,128250,659,NULL,NULL,95,0,1,360,NULL,10/29/04,11/1/34,Purchase,Owner,AllDocs,SingleFamily,14624
581,135200,543,NULL,NULL,80,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,19021
582,140000,544,NULL,NULL,43.08,0,2,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,AllDocs,Multi,11211
583,287100,676,NULL,NULL,90,0,1,360,NULL,11/24/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,19116
584,220000,617,NULL,NULL,55,0,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,10465
585,210000,503,NULL,NULL,70,0,2,360,NULL,10/22/04,11/1/34,RefiWithCash,Owner,AllDocs,Multi,7305
586,260000,520,NULL,NULL,80,0,1,360,NULL,12/6/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,11717
587,204000,606,NULL,NULL,84.3,0,2,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,LimitedDocs,Multi,7050
588,136800,574,NULL,NULL,90,0,2,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,Multi,6451
589,296250,565,NULL,NULL,75,0,4,360,NULL,11/17/04,12/1/34,RefiWithCash,Owner,LimitedDocs,Multi,7033
590,127200,648,NULL,NULL,80,100,1,360,NULL,11/22/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,18328
591,170400,630,NULL,NULL,80,100,1,360,NULL,11/15/04,12/1/34,RefiWithCash,Owner,AllDocs,Condo,1863
592,159300,568,NULL,NULL,86.11,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,4474
593,78000,605,NULL,NULL,80,100,1,360,NULL,11/30/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,4344
594,180000,515,NULL,NULL,80,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,3104
595,262000,670,NULL,NULL,80,0,1,360,NULL,11/22/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,8753
596,140000,551,NULL,NULL,55.34,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,2920
597,285000,657,NULL,NULL,95,0,1,360,60,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,12594
598,56000,564,NULL,NULL,80,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,19143
599,87800,515,NULL,NULL,21.13,0,1,360,NULL,11/23/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,3053
600,269450,637,NULL,NULL,67.36,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,2645
601,254915,647,NULL,NULL,85,0,3,360,NULL,11/30/04,12/1/34,Purchase,NotOwner,LimitedDocs,Multi,2780
602,131200,709,NULL,NULL,80,100,2,360,NULL,11/19/04,12/1/34,Purchase,Owner,LimitedDocs,Multi,1089
603,180000,607,NULL,NULL,80,100,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,33776
604,161500,621,NULL,NULL,85,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,3269
605,300050,674,NULL,NULL,85,0,2,360,NULL,11/23/04,12/1/34,Purchase,Owner,NoDocs,PUD,11722
606,199500,687,NULL,NULL,95,0,2,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,LimitedDocs,Multi,1107
607,190000,732,NULL,NULL,80,100,1,360,NULL,12/1/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,5032
608,145600,615,NULL,NULL,80,100,1,360,60,11/30/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,1453
609,195500,544,NULL,NULL,85,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,6095
610,160550,636,NULL,NULL,84.5,0,1,360,NULL,12/8/04,1/1/35,RefiWithCash,Owner,AllDocs,SingleFamily,2909
611,168000,578,NULL,NULL,68.57,0,2,360,NULL,12/1/04,1/1/35,RefiWithCash,Owner,AllDocs,Multi,7501
