bor_credit_score,curr_int_rate,curr_upb,first_pay_date,first_time_hb_flag,loan_channel,loan_id,loan_product_type,loan_purpose,loan_state,maturity_date,numb_of_borr,numb_of_units,orig_dti,orig_int_rate,orig_loan_term,orig_ltv,orig_upb,property_occupancy,property_type,servicer_name
645,4.8,199500,8/1/17,YES,BROKER,5986968687,FRM,PURCHASE,TX,Jul-47,2,1,41,4.8,360,95,199500,PRINCIPAL,SF,"CALIBERHOMELOANS,INC."
803,4.25,187909,7/1/17,NO,CORRESPONDENT,5986968688,FRM,REFINANCE,AZ,Jun-47,2,1,42,4.25,360,88,187909,PRINCIPAL,SF,"CALIBERHOMELOANS,INC."
775,4.75,194250,8/1/17,NO,CORRESPONDENT,5986968689,FRM,PURCHASE,FL,Jul-47,1,1,34,4.75,360,75,194250,INVESTOR,PUD,"CALIBERHOMELOANS,INC."
791,4.25,169750,8/1/17,YES,RETAIL,5986968690,FRM,PURCHASE,CA,Jul-47,1,1,39,4.25,360,97,169750,PRINCIPAL,SF,"CALIBERHOMELOANS,INC."
675,4.75,160000,8/1/17,NO,BROKER,5986968691,FRM,REFINANCE,FL,Jul-47,1,1,43,4.75,360,77,160000,PRINCIPAL,SF,"CALIBERHOMELOANS,INC."
802,4.25,169653,7/1/17,YES,CORRESPONDENT,5986968692,FRM,PURCHASE,MA,Jun-47,1,1,27,4.25,360,97,169653,PRINCIPAL,SF,"CALIBERHOMELOANS,INC."
715,4.375,174600,8/1/17,YES,RETAIL,5986968693,FRM,PURCHASE,MD,Jul-47,1,1,29,4.375,360,97,174600,PRINCIPAL,SF,"CALIBERHOMELOANS,INC."
676,4.5,160000,8/1/17,NO,BROKER,5986968694,FRM,PURCHASE,FL,Jul-47,1,1,44,4.5,360,80,160000,PRINCIPAL,CONDO,"CALIBERHOMELOANS,INC."
788,4.25,154986.18,6/1/17,YES,CORRESPONDENT,5986968695,FRM,PURCHASE,ND,May-47,1,1,37,4.25,360,97,155200,PRINCIPAL,SF,"CALIBERHOMELOANS,INC."
751,4.7,153900,7/1/17,NO,RETAIL,5986968696,FRM,PURCHASE,NC,Jun-47,1,1,39,4.7,360,95,153900,PRINCIPAL,PUD,"CALIBERHOMELOANS,INC."
710,4.625,172000,8/1/17,NO,BROKER,5986968697,FRM,REFINANCE,CA,Jul-47,2,1,49,4.625,360,67,172000,PRINCIPAL,CONDO,"CALIBERHOMELOANS,INC."
789,4.375,162000,8/1/17,NO,RETAIL,5986968698,FRM,PURCHASE,WA,Jul-47,2,1,30,4.375,360,90,162000,SECOND,CONDO,"CALIBERHOMELOANS,INC."
670,4.25,167675,8/1/17,YES,CORRESPONDENT,5986968699,FRM,PURCHASE,MI,Jul-47,2,1,42,4.25,360,95,167675,PRINCIPAL,SF,"CALIBERHOMELOANS,INC."
755,3.99,322000,9/1/17,NO,CORRESPONDENT,5986773194,FRM,REFINANCE,MD,Aug-47,2,1,25,3.99,360,90,322000,PRINCIPAL,SF,PENNYMACCORP.
809,3.875,231350,9/1/17,NO,BROKER,5986773195,FRM,PURCHASE,PA,Aug-47,1,1,36,3.875,360,70,231350,PRINCIPAL,SF,PENNYMACCORP.
689,4,208500,8/1/17,NO,CORRESPONDENT,5986773196,FRM,REFINANCE,CA,Jul-47,1,1,46,4,360,58,208500,PRINCIPAL,SF,PENNYMACCORP.
731,3.99,247300,8/1/17,NO,CORRESPONDENT,5986773197,FRM,REFINANCE,TX,Jul-47,1,1,44,3.99,360,80,247300,PRINCIPAL,PUD,PENNYMACCORP.
812,4.125,250000,8/1/17,NO,CORRESPONDENT,5986773198,FRM,PURCHASE,MD,Jul-47,1,1,30,4.125,360,37,250000,PRINCIPAL,CONDO,PENNYMACCORP.
787,4,292000,8/1/17,YES,CORRESPONDENT,5986773199,FRM,PURCHASE,MD,Jul-47,2,1,20,4,360,80,292000,PRINCIPAL,SF,PENNYMACCORP.
796,3.75,180000,9/1/17,YES,CORRESPONDENT,5986773200,FRM,PURCHASE,OR,Aug-47,2,1,20,3.75,360,50,180000,PRINCIPAL,PUD,PENNYMACCORP.
774,4,416000,8/1/17,NO,CORRESPONDENT,5986773201,FRM,PURCHASE,OR,Jul-47,2,1,46,4,360,80,416000,PRINCIPAL,SF,PENNYMACCORP.
734,3.875,420000,8/1/17,NO,CORRESPONDENT,5986773202,FRM,PURCHASE,CA,Jul-47,2,1,31,3.875,360,69,420000,PRINCIPAL,SF,PENNYMACCORP.
740,4,274000,8/1/17,NO,CORRESPONDENT,5986773203,FRM,PURCHASE,MN,Jul-47,2,1,30,4,360,80,274000,PRINCIPAL,PUD,PENNYMACCORP.
780,4,318000,8/1/17,NO,CORRESPONDENT,5986773204,FRM,REFINANCE,CA,Jul-47,2,1,44,4,360,77,318000,PRINCIPAL,SF,PENNYMACCORP.
711,4.125,188000,8/1/17,NO,CORRESPONDENT,5986773205,FRM,REFINANCE,FL,Jul-47,1,1,36,4.125,360,80,188000,PRINCIPAL,SF,PENNYMACCORP.
780,3.95,254800,8/1/17,YES,CORRESPONDENT,5986773206,FRM,PURCHASE,MD,Jul-47,1,1,30,3.95,360,80,254800,PRINCIPAL,PUD,PENNYMACCORP.
800,3.875,517500,9/1/17,YES,CORRESPONDENT,5986773207,FRM,PURCHASE,MD,Aug-47,1,1,49,3.875,360,90,517500,PRINCIPAL,SF,PENNYMACCORP.
791,3.75,217650,8/1/17,NO,BROKER,5986773208,FRM,REFINANCE,UT,Jul-47,1,1,24,3.75,360,73,217650,PRINCIPAL,SF,PENNYMACCORP.
795,3.875,255000,9/1/17,NO,BROKER,5986773209,FRM,PURCHASE,PA,Aug-47,1,1,20,3.875,360,85,255000,PRINCIPAL,SF,PENNYMACCORP.
781,4,321500,8/1/17,NO,BROKER,5986773210,FRM,REFINANCE,TX,Jul-47,2,1,34,4,360,79,321500,PRINCIPAL,SF,PENNYMACCORP.
778,3.875,178000,8/1/17,NO,CORRESPONDENT,5986773211,FRM,PURCHASE,GA,Jul-47,1,1,31,3.875,360,75,178000,PRINCIPAL,SF,PENNYMACCORP.
690,4,239250,9/1/17,NO,CORRESPONDENT,5986773212,FRM,REFINANCE,NJ,Aug-47,1,1,27,4,360,75,239250,PRINCIPAL,CONDO,PENNYMACCORP.
810,3.875,273000,9/1/17,NO,CORRESPONDENT,5986773213,FRM,PURCHASE,NJ,Aug-47,2,1,35,3.875,360,70,273000,PRINCIPAL,PUD,PENNYMACCORP.
808,3.875,183500,9/1/17,NO,CORRESPONDENT,5986773214,FRM,PURCHASE,CA,Aug-47,2,1,22,3.875,360,29,183500,PRINCIPAL,PUD,PENNYMACCORP.
689,4,196700,8/1/17,NO,CORRESPONDENT,5986773215,FRM,PURCHASE,CA,Jul-47,2,1,35,4,360,70,196700,PRINCIPAL,SF,PENNYMACCORP.
774,4,405000,8/1/17,NO,BROKER,5986773216,FRM,REFINANCE,CA,Jul-47,2,1,27,4,360,80,405000,PRINCIPAL,PUD,PENNYMACCORP.
701,4,228000,8/1/17,NO,BROKER,5986773217,FRM,REFINANCE,CA,Jul-47,2,1,42,4,360,80,228000,PRINCIPAL,SF,PENNYMACCORP.
765,4,330000,8/1/17,NO,CORRESPONDENT,5986773218,FRM,PURCHASE,NC,Jul-47,1,1,32,4,360,93,330000,PRINCIPAL,PUD,PENNYMACCORP.
722,4,340525,8/1/17,NO,CORRESPONDENT,5986773219,FRM,PURCHASE,MD,Jul-47,2,1,39,4,360,92,340525,PRINCIPAL,SF,PENNYMACCORP.
703,3.75,178651,8/1/17,YES,CORRESPONDENT,5986773220,FRM,PURCHASE,FL,Jul-47,1,1,41,3.75,360,53,178651,PRINCIPAL,PUD,PENNYMACCORP.
780,3.875,285000,8/1/17,YES,CORRESPONDENT,5986773221,FRM,PURCHASE,NV,Jul-47,1,1,41,3.875,360,92,285000,PRINCIPAL,PUD,PENNYMACCORP.
773,3.875,417000,8/1/17,NO,CORRESPONDENT,5986773222,FRM,PURCHASE,NV,Jul-47,1,1,35,3.875,360,94,417000,PRINCIPAL,PUD,PENNYMACCORP.
766,3.875,276720,8/1/17,NO,CORRESPONDENT,5986773223,FRM,PURCHASE,MN,Jul-47,2,1,40,3.875,360,80,276720,PRINCIPAL,PUD,PENNYMACCORP.
774,3.875,256499,8/1/17,NO,CORRESPONDENT,5986773224,FRM,PURCHASE,CA,Jul-47,2,1,37,3.875,360,90,256499,PRINCIPAL,SF,PENNYMACCORP.
757,3.99,424100,8/1/17,NO,CORRESPONDENT,5986773225,FRM,PURCHASE,UT,Jul-47,1,1,42,3.99,360,61,424100,PRINCIPAL,PUD,PENNYMACCORP.
809,3.875,479000,8/1/17,YES,CORRESPONDENT,5986773226,FRM,PURCHASE,CA,Jul-47,1,1,40,3.875,360,80,479000,PRINCIPAL,SF,PENNYMACCORP.
808,3.75,305000,8/1/17,NO,CORRESPONDENT,5986773227,FRM,PURCHASE,DC,Jul-47,2,1,15,3.75,360,47,305000,PRINCIPAL,CONDO,PENNYMACCORP.
757,3.875,264000,8/1/17,YES,CORRESPONDENT,5986773228,FRM,PURCHASE,MD,Jul-47,2,1,23,3.875,360,80,264000,PRINCIPAL,PUD,PENNYMACCORP.
776,4,423643,8/1/17,NO,CORRESPONDENT,5986773229,FRM,PURCHASE,NC,Jul-47,1,1,26,4,360,92,423643,PRINCIPAL,PUD,PENNYMACCORP.
816,4,412500,8/1/17,YES,CORRESPONDENT,5986773230,FRM,PURCHASE,DC,Jul-47,2,1,49,4,360,75,412500,PRINCIPAL,CONDO,PENNYMACCORP.
795,4,215900,8/1/17,YES,CORRESPONDENT,5986773231,FRM,PURCHASE,MD,Jul-47,1,1,29,4,360,85,215900,PRINCIPAL,PUD,PENNYMACCORP.
770,3.875,228650,8/1/17,NO,CORRESPONDENT,5986773232,FRM,REFINANCE,TX,Jul-47,1,1,46,3.875,360,85,228650,PRINCIPAL,PUD,PENNYMACCORP.
706,4,270000,8/1/17,NO,CORRESPONDENT,5986773233,FRM,PURCHASE,GA,Jul-47,2,1,38,4,360,55,270000,PRINCIPAL,PUD,PENNYMACCORP.
785,3.875,374445,8/1/17,NO,CORRESPONDENT,5986773234,FRM,PURCHASE,TX,Jul-47,2,1,37,3.875,360,91,374445,PRINCIPAL,PUD,PENNYMACCORP.
787,3.875,368000,8/1/17,NO,CORRESPONDENT,5986773235,FRM,REFINANCE,TX,Jul-47,1,1,32,3.875,360,80,368000,PRINCIPAL,SF,PENNYMACCORP.
741,4.125,233600,8/1/17,NO,CORRESPONDENT,5986773236,FRM,REFINANCE,TX,Jul-47,2,1,34,4.125,360,80,233600,PRINCIPAL,SF,PENNYMACCORP.
766,4.125,325000,8/1/17,NO,CORRESPONDENT,5986773237,FRM,REFINANCE,CO,Jul-47,2,1,48,4.125,360,62,325000,PRINCIPAL,PUD,PENNYMACCORP.
737,3.875,384700,8/1/17,NO,CORRESPONDENT,5986773238,FRM,PURCHASE,OH,Jul-47,2,1,44,3.875,360,95,384700,PRINCIPAL,SF,PENNYMACCORP.
775,3.875,424100,9/1/17,NO,CORRESPONDENT,5986773239,FRM,REFINANCE,IA,Aug-47,2,1,25,3.875,360,41,424100,PRINCIPAL,PUD,PENNYMACCORP.
802,3.875,272000,9/1/17,NO,CORRESPONDENT,5986773240,FRM,PURCHASE,IA,Aug-47,1,1,42,3.875,360,80,272000,PRINCIPAL,SF,PENNYMACCORP.
787,4.125,185000,8/1/17,NO,CORRESPONDENT,5986773241,FRM,REFINANCE,MN,Jul-47,2,1,42,4.125,360,74,185000,PRINCIPAL,SF,PENNYMACCORP.
777,4.125,225000,8/1/17,NO,CORRESPONDENT,5986773242,FRM,REFINANCE,GA,Jul-47,2,1,18,4.125,360,74,225000,PRINCIPAL,SF,PENNYMACCORP.
701,4,298600,8/1/17,NO,CORRESPONDENT,5986773243,FRM,PURCHASE,CA,Jul-47,1,1,45,4,360,67,298600,PRINCIPAL,SF,PENNYMACCORP.
802,3.99,196000,8/1/17,NO,CORRESPONDENT,5986773244,FRM,PURCHASE,NC,Jul-47,2,1,20,3.99,360,53,196000,PRINCIPAL,PUD,PENNYMACCORP.
702,4.125,384800,8/1/17,NO,BROKER,5986773245,FRM,REFINANCE,MD,Jul-47,2,1,33,4.125,360,80,384800,PRINCIPAL,PUD,PENNYMACCORP.
751,4,303920,8/1/17,NO,CORRESPONDENT,5986773246,FRM,PURCHASE,WY,Jul-47,2,1,30,4,360,80,303920,PRINCIPAL,PUD,PENNYMACCORP.
765,4,304200,8/1/17,NO,CORRESPONDENT,5986773247,FRM,PURCHASE,WY,Jul-47,2,1,40,4,360,90,304200,PRINCIPAL,PUD,PENNYMACCORP.
743,3.875,263920,8/1/17,NO,CORRESPONDENT,5986773248,FRM,PURCHASE,TN,Jul-47,1,1,26,3.875,360,80,263920,PRINCIPAL,SF,PENNYMACCORP.
785,4.125,320000,8/1/17,NO,CORRESPONDENT,5986773249,FRM,REFINANCE,FL,Jul-47,1,1,47,4.125,360,66,320000,SECOND,SF,PENNYMACCORP.
799,4,295200,8/1/17,NO,BROKER,5986773250,FRM,PURCHASE,WA,Jul-47,1,1,43,4,360,80,295200,PRINCIPAL,SF,PENNYMACCORP.
752,3.875,180000,8/1/17,NO,BROKER,5986773251,FRM,REFINANCE,WA,Jul-47,2,1,30,3.875,360,39,180000,PRINCIPAL,PUD,PENNYMACCORP.
732,3.875,257715,8/1/17,NO,BROKER,5986773252,FRM,PURCHASE,GA,Jul-47,1,1,18,3.875,360,68,257715,PRINCIPAL,PUD,PENNYMACCORP.
775,3.875,331500,8/1/17,NO,CORRESPONDENT,5986773253,FRM,PURCHASE,FL,Jul-47,2,1,40,3.875,360,85,331500,PRINCIPAL,PUD,PENNYMACCORP.
773,3.875,459000,8/1/17,YES,CORRESPONDENT,5986773254,FRM,PURCHASE,NJ,Jul-47,1,1,37,3.875,360,85,459000,PRINCIPAL,SF,PENNYMACCORP.
799,3.875,189592,8/1/17,NO,CORRESPONDENT,5986773255,FRM,PURCHASE,FL,Jul-47,2,1,47,3.875,360,80,189592,PRINCIPAL,PUD,PENNYMACCORP.
785,3.875,344699,8/1/17,NO,CORRESPONDENT,5986773256,FRM,PURCHASE,VA,Jul-47,2,1,37,3.875,360,80,344699,PRINCIPAL,PUD,PENNYMACCORP.
745,3.875,290940,8/1/17,YES,CORRESPONDENT,5986773257,FRM,PURCHASE,IL,Jul-47,1,1,29,3.875,360,94,290940,PRINCIPAL,PUD,PENNYMACCORP.
770,4,316600,8/1/17,NO,CORRESPONDENT,5986773258,FRM,PURCHASE,NJ,Jul-47,2,1,32,4,360,95,316600,PRINCIPAL,SF,PENNYMACCORP.
744,3.875,416600,8/1/17,YES,CORRESPONDENT,5986773259,FRM,PURCHASE,PA,Jul-47,2,1,31,3.875,360,80,416600,PRINCIPAL,PUD,PENNYMACCORP.
800,4,550000,8/1/17,YES,CORRESPONDENT,5986773260,FRM,PURCHASE,VA,Jul-47,2,1,30,4,360,85,550000,PRINCIPAL,SF,PENNYMACCORP.
786,4,586000,8/1/17,YES,CORRESPONDENT,5986773261,FRM,PURCHASE,DC,Jul-47,2,1,18,4,360,80,586000,PRINCIPAL,SF,PENNYMACCORP.
801,3.75,250000,8/1/17,NO,CORRESPONDENT,5986773262,FRM,REFINANCE,CA,Jul-47,1,1,35,3.75,360,55,250000,PRINCIPAL,SF,PENNYMACCORP.
780,3.875,292000,9/1/17,NO,CORRESPONDENT,5986773263,FRM,PURCHASE,CA,Aug-47,2,1,40,3.875,360,80,292000,PRINCIPAL,SF,PENNYMACCORP.
802,4,202537,8/1/17,NO,CORRESPONDENT,5986773264,FRM,PURCHASE,MD,Jul-47,2,1,45,4,360,50,202537,PRINCIPAL,PUD,PENNYMACCORP.
717,4,218527,8/1/17,YES,CORRESPONDENT,5986773265,FRM,PURCHASE,NJ,Jul-47,2,1,21,4,360,64,218527,PRINCIPAL,SF,PENNYMACCORP.
786,3.875,400000,8/1/17,YES,CORRESPONDENT,5986773266,FRM,PURCHASE,MD,Jul-47,2,1,19,3.875,360,51,400000,PRINCIPAL,PUD,PENNYMACCORP.
794,3.99,292000,8/1/17,YES,CORRESPONDENT,5986773267,FRM,PURCHASE,MD,Jul-47,1,1,47,3.99,360,80,292000,PRINCIPAL,PUD,PENNYMACCORP.
687,4.125,247410,8/1/17,YES,CORRESPONDENT,5986773268,FRM,PURCHASE,UT,Jul-47,1,1,43,4.125,360,90,247410,PRINCIPAL,SF,PENNYMACCORP.
788,3.875,262425,9/1/17,YES,CORRESPONDENT,5986773269,FRM,PURCHASE,NJ,Aug-47,1,1,25,3.875,360,75,262425,PRINCIPAL,CONDO,PENNYMACCORP.
770,4.125,309000,8/1/17,NO,BROKER,5986773270,FRM,REFINANCE,CA,Jul-47,3,1,45,4.125,360,64,309000,PRINCIPAL,SF,PENNYMACCORP.
691,4.125,272000,8/1/17,NO,CORRESPONDENT,5986773271,FRM,REFINANCE,MA,Jul-47,1,1,31,4.125,360,70,272000,PRINCIPAL,SF,PENNYMACCORP.
774,3.875,184800,8/1/17,NO,CORRESPONDENT,5986773272,FRM,PURCHASE,FL,Jul-47,1,1,18,3.875,360,80,184800,PRINCIPAL,PUD,PENNYMACCORP.
770,4,255500,8/1/17,YES,BROKER,5986773273,FRM,PURCHASE,OR,Jul-47,1,1,22,4,360,95,255500,PRINCIPAL,PUD,PENNYMACCORP.
761,4.125,200000,8/1/17,NO,CORRESPONDENT,5986773274,FRM,REFINANCE,MA,Jul-47,1,1,44,4.125,360,58,200000,PRINCIPAL,SF,PENNYMACCORP.
761,4.125,276000,8/1/17,NO,CORRESPONDENT,5986773275,FRM,REFINANCE,PA,Jul-47,1,1,28,4.125,360,80,276000,PRINCIPAL,SF,PENNYMACCORP.
724,4,208000,8/1/17,NO,CORRESPONDENT,5986773276,FRM,PURCHASE,WA,Jul-47,1,1,49,4,360,80,208000,PRINCIPAL,SF,PENNYMACCORP.
755,4.05,307800,8/1/17,NO,CORRESPONDENT,5986773277,FRM,PURCHASE,TX,Jul-47,1,1,35,4.05,360,90,307800,PRINCIPAL,SF,PENNYMACCORP.
782,3.875,362496,8/1/17,NO,CORRESPONDENT,5986773278,FRM,PURCHASE,TX,Jul-47,2,1,18,3.875,360,90,362496,PRINCIPAL,CONDO,PENNYMACCORP.
762,4,205600,8/1/17,NO,CORRESPONDENT,5986773279,FRM,PURCHASE,MD,Jul-47,1,1,45,4,360,80,205600,SECOND,PUD,PENNYMACCORP.
804,4.125,224000,8/1/17,NO,CORRESPONDENT,5986773280,FRM,REFINANCE,CA,Jul-47,1,1,30,4.125,360,70,224000,PRINCIPAL,SF,PENNYMACCORP.
765,4.125,424100,8/1/17,NO,CORRESPONDENT,5986773281,FRM,PURCHASE,MD,Jul-47,2,1,48,4.125,360,47,424100,PRINCIPAL,PUD,PENNYMACCORP.
732,3.75,260000,8/1/17,NO,CORRESPONDENT,5986773282,FRM,PURCHASE,VA,Jul-47,1,1,18,3.75,360,39,260000,PRINCIPAL,PUD,PENNYMACCORP.
705,3.875,253815,8/1/17,YES,CORRESPONDENT,5986773283,FRM,PURCHASE,MN,Jul-47,1,1,35,3.875,360,92,253815,PRINCIPAL,SF,PENNYMACCORP.
758,4,179587,8/1/17,NO,CORRESPONDENT,5986773284,FRM,PURCHASE,MN,Jul-47,1,1,32,4,360,92,179587,PRINCIPAL,SF,PENNYMACCORP.
753,4,221500,8/1/17,NO,CORRESPONDENT,5986773285,FRM,REFINANCE,AL,Jul-47,2,1,22,4,360,93,221500,PRINCIPAL,SF,PENNYMACCORP.
756,3.875,178500,8/1/17,YES,CORRESPONDENT,5986773286,FRM,PURCHASE,MT,Jul-47,1,1,42,3.875,360,85,178500,PRINCIPAL,SF,PENNYMACCORP.
804,4,354090,8/1/17,NO,CORRESPONDENT,5986773287,FRM,PURCHASE,PA,Jul-47,1,1,34,4,360,95,354090,PRINCIPAL,SF,PENNYMACCORP.
740,3.99,193876,8/1/17,YES,CORRESPONDENT,5986773288,FRM,PURCHASE,LA,Jul-47,1,1,16,3.99,360,92,193876,PRINCIPAL,PUD,PENNYMACCORP.
802,3.875,194000,8/1/17,NO,BROKER,5986773289,FRM,PURCHASE,CA,Jul-47,2,1,14,3.875,360,41,194000,PRINCIPAL,SF,PENNYMACCORP.
768,3.875,195711.26,7/1/17,NO,CORRESPONDENT,5986773290,FRM,REFINANCE,OH,Jun-47,1,1,26,3.875,360,80,196000,PRINCIPAL,SF,PENNYMACCORP.
751,4.125,240500,8/1/17,NO,CORRESPONDENT,5986773291,FRM,REFINANCE,WA,Jul-47,1,1,45,4.125,360,71,240500,PRINCIPAL,SF,PENNYMACCORP.
808,4.125,199000,8/1/17,NO,CORRESPONDENT,5986773292,FRM,REFINANCE,RI,Jul-42,1,1,36,4.125,300,72,199000,PRINCIPAL,SF,PENNYMACCORP.
770,3.875,288000,8/1/17,NO,CORRESPONDENT,5986773293,FRM,PURCHASE,TX,Jul-47,1,1,49,3.875,360,90,288000,PRINCIPAL,SF,PENNYMACCORP.
725,4,216750,8/1/17,YES,CORRESPONDENT,5986773294,FRM,PURCHASE,MN,Jul-47,2,1,40,4,360,85,216750,PRINCIPAL,SF,PENNYMACCORP.
786,3.875,280000,8/1/17,NO,CORRESPONDENT,5986773295,FRM,PURCHASE,TN,Jul-47,1,1,36,3.875,360,88,280000,PRINCIPAL,PUD,PENNYMACCORP.
756,4.125,199500,8/1/17,NO,BROKER,5986773296,FRM,REFINANCE,OR,Jul-47,2,1,23,4.125,360,70,199500,PRINCIPAL,SF,PENNYMACCORP.
760,4,450000,8/1/17,YES,CORRESPONDENT,5986773297,FRM,PURCHASE,CA,Jul-47,2,1,37,4,360,60,450000,PRINCIPAL,CONDO,PENNYMACCORP.
778,3.875,377776,8/1/17,NO,CORRESPONDENT,5986773298,FRM,PURCHASE,NC,Jul-47,1,1,35,3.875,360,92,377776,PRINCIPAL,PUD,PENNYMACCORP.
781,3.75,200000,8/1/17,NO,CORRESPONDENT,5986773299,FRM,PURCHASE,NC,Jul-47,2,1,17,3.75,360,48,200000,PRINCIPAL,PUD,PENNYMACCORP.
791,3.875,262394,8/1/17,NO,CORRESPONDENT,5986773300,FRM,PURCHASE,MN,Jul-47,1,1,16,3.875,360,76,262394,PRINCIPAL,PUD,PENNYMACCORP.
784,4.125,424100,8/1/17,NO,CORRESPONDENT,5986773301,FRM,REFINANCE,TN,Jul-47,1,1,25,4.125,360,65,424100,PRINCIPAL,PUD,PENNYMACCORP.
769,4.125,354000,8/1/17,NO,CORRESPONDENT,5986773302,FRM,REFINANCE,TX,Jul-47,2,1,41,4.125,360,65,354000,PRINCIPAL,SF,PENNYMACCORP.
803,4,243000,8/1/17,NO,CORRESPONDENT,5986773303,FRM,PURCHASE,PA,Jul-47,2,1,46,4,360,52,243000,PRINCIPAL,SF,PENNYMACCORP.
698,4,182250,8/1/17,NO,BROKER,5986773304,FRM,REFINANCE,UT,Jul-47,1,1,41,4,360,75,182250,PRINCIPAL,SF,PENNYMACCORP.
773,4,177000,8/1/17,NO,CORRESPONDENT,5986773305,FRM,PURCHASE,FL,Jul-47,1,1,27,4,360,60,177000,SECOND,PUD,PENNYMACCORP.
773,4,517500,8/1/17,NO,CORRESPONDENT,5986773306,FRM,PURCHASE,MD,Jul-47,2,1,42,4,360,77,517500,PRINCIPAL,SF,PENNYMACCORP.
784,4,424100,9/1/17,NO,CORRESPONDENT,5986773307,FRM,REFINANCE,NC,Aug-47,1,1,43,4,360,72,424100,PRINCIPAL,SF,PENNYMACCORP.
797,4.125,224500,9/1/17,NO,CORRESPONDENT,5986773308,FRM,REFINANCE,OR,Aug-47,1,1,33,4.125,360,70,224500,PRINCIPAL,SF,PENNYMACCORP.
791,4,291000,8/1/17,NO,BROKER,5986773309,FRM,PURCHASE,MN,Jul-47,1,1,31,4,360,60,291000,PRINCIPAL,SF,PENNYMACCORP.
705,4.125,424000,8/1/17,NO,CORRESPONDENT,5986773310,FRM,REFINANCE,NC,Jul-47,1,1,23,4.125,360,67,424000,PRINCIPAL,PUD,PENNYMACCORP.
787,4,209200,8/1/17,NO,CORRESPONDENT,5986773311,FRM,PURCHASE,NJ,Jul-47,2,1,27,4,360,80,209200,PRINCIPAL,SF,PENNYMACCORP.
728,4.125,245000,8/1/17,NO,CORRESPONDENT,5986773312,FRM,REFINANCE,NV,Jul-47,2,1,40,4.125,360,64,245000,PRINCIPAL,SF,PENNYMACCORP.
746,3.875,370000,8/1/17,NO,CORRESPONDENT,5986773313,FRM,PURCHASE,HI,Jul-47,1,1,47,3.875,360,70,370000,PRINCIPAL,SF,PENNYMACCORP.
785,4.125,176000,8/1/17,NO,BROKER,5986773314,FRM,REFINANCE,VA,Jul-47,1,1,43,4.125,360,65,176000,PRINCIPAL,SF,PENNYMACCORP.
743,4.125,180000,8/1/17,NO,CORRESPONDENT,5986773315,FRM,REFINANCE,OH,Jul-42,2,1,35,4.125,300,80,180000,PRINCIPAL,SF,PENNYMACCORP.
800,4,213585,8/1/17,YES,CORRESPONDENT,5986773316,FRM,PURCHASE,FL,Jul-47,1,1,26,4,360,87,213585,PRINCIPAL,SF,PENNYMACCORP.
703,4.125,213612.49,8/1/17,NO,CORRESPONDENT,5986773317,FRM,REFINANCE,WA,Jul-47,2,1,43,4.125,360,85,213639,PRINCIPAL,SF,PENNYMACCORP.
689,4,200000,8/1/17,NO,BROKER,5986773318,FRM,PURCHASE,PA,Jul-47,1,1,29,4,360,80,200000,PRINCIPAL,PUD,PENNYMACCORP.
727,4.125,255000,9/1/17,NO,CORRESPONDENT,5986773319,FRM,REFINANCE,MA,Aug-47,1,2,40,4.125,360,44,255000,PRINCIPAL,SF,PENNYMACCORP.
750,4.125,555000,9/1/17,NO,CORRESPONDENT,5986773320,FRM,REFINANCE,CA,Aug-47,1,1,29,4.125,360,80,555000,PRINCIPAL,PUD,PENNYMACCORP.
689,3.875,307500,8/1/17,NO,BROKER,5986773321,FRM,PURCHASE,GA,Jul-47,1,1,44,3.875,360,78,307500,PRINCIPAL,PUD,PENNYMACCORP.
742,3.875,341440,9/1/17,NO,CORRESPONDENT,5986773322,FRM,PURCHASE,MN,Aug-47,2,1,32,3.875,360,80,341440,PRINCIPAL,SF,PENNYMACCORP.
777,4,244500,8/1/17,NO,CORRESPONDENT,5986773323,FRM,REFINANCE,CA,Jul-47,1,1,18,4,360,43,244500,PRINCIPAL,SF,PENNYMACCORP.
784,3.875,350000,8/1/17,NO,CORRESPONDENT,5986773324,FRM,REFINANCE,CA,Jul-47,2,1,50,3.875,360,39,350000,PRINCIPAL,SF,PENNYMACCORP.
760,4.125,301000,8/1/17,NO,CORRESPONDENT,5986773325,FRM,REFINANCE,WA,Jul-47,1,1,30,4.125,360,51,301000,PRINCIPAL,SF,PENNYMACCORP.
762,4,424100,8/1/17,NO,CORRESPONDENT,5986773326,FRM,PURCHASE,MN,Jul-47,2,1,39,4,360,92,424100,PRINCIPAL,PUD,PENNYMACCORP.
803,4,370000,8/1/17,NO,CORRESPONDENT,5986773327,FRM,REFINANCE,OR,Jul-47,1,1,30,4,360,68,370000,PRINCIPAL,PUD,PENNYMACCORP.
783,4.125,203350,8/1/17,NO,CORRESPONDENT,5986773328,FRM,REFINANCE,TX,Jul-47,1,1,40,4.125,360,72,203350,PRINCIPAL,PUD,PENNYMACCORP.
740,4,263000,9/1/17,NO,CORRESPONDENT,5986773329,FRM,REFINANCE,MT,Aug-47,2,1,45,4,360,73,263000,PRINCIPAL,SF,PENNYMACCORP.
731,3.875,210400,8/1/17,YES,CORRESPONDENT,5986773330,FRM,PURCHASE,MD,Jul-47,1,1,20,3.875,360,80,210400,PRINCIPAL,PUD,PENNYMACCORP.
