nb_loan_number nb_original_balance nb_original_fico nb_debt_ratio nb_original_rate nb_original_ltv nb_original_cltv nb_unit_count nb_original_term nb_io_term nb_origination_date nb_maturity_date nb_purpose_code nb_occupancy_code nb_documentation_type_code nb_property_type_code nb_property_zip_code
572 306000.00 635 NULL NULL 88.7000 0.0000 1 360 NULL 2004-10-22 2034-11-01 RefiWithCash Owner LimitedDocs SingleFamily 2301
573 213300.00 629 NULL NULL 90.0000 0.0000 1 360 NULL 2004-10-08 2034-11-01 RefiWithCash Owner LimitedDocs SingleFamily 1841
574 202400.00 604 NULL NULL 80.0000 100.0000 1 360 NULL 2004-10-25 2034-11-01 Purchase Owner AllDocs SingleFamily 6498
575 205000.00 581 NULL NULL 63.2700 0.0000 1 360 NULL 2004-10-29 2034-11-01 RefiWithCash Owner LimitedDocs SingleFamily 2660
576 72000.00 641 NULL NULL 80.0000 100.0000 1 360 NULL 2004-10-15 2034-11-01 Purchase Owner AllDocs SingleFamily 16001
577 110000.00 535 NULL NULL 24.1800 0.0000 2 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner LimitedDocs Multi 10709
578 117000.00 508 NULL NULL 65.0000 0.0000 1 360 NULL 2004-10-25 2034-11-01 RefiWithCash Owner LimitedDocs SingleFamily 19014
579 268517.00 613 NULL NULL 95.0000 0.0000 1 360 NULL 2004-10-28 2034-11-01 Purchase Owner AllDocs PUD 22407
580 128250.00 659 NULL NULL 95.0000 0.0000 1 360 NULL 2004-10-29 2034-11-01 Purchase Owner AllDocs SingleFamily 14624
581 135200.00 543 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 19021
582 140000.00 544 NULL NULL 43.0800 0.0000 2 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs Multi 11211
583 287100.00 676 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 Purchase Owner AllDocs SingleFamily 19116
584 220000.00 617 NULL NULL 55.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 10465
585 210000.00 503 NULL NULL 70.0000 0.0000 2 360 NULL 2004-10-22 2034-11-01 RefiWithCash Owner AllDocs Multi 7305
586 260000.00 520 NULL NULL 80.0000 0.0000 1 360 NULL 2004-12-06 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 11717
587 204000.00 606 NULL NULL 84.3000 0.0000 2 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner LimitedDocs Multi 7050
588 136800.00 574 NULL NULL 90.0000 0.0000 2 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs Multi 6451
589 296250.00 565 NULL NULL 75.0000 0.0000 4 360 NULL 2004-11-17 2034-12-01 RefiWithCash Owner LimitedDocs Multi 7033
590 127200.00 648 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-22 2034-12-01 Purchase Owner LimitedDocs SingleFamily 18328
591 170400.00 630 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-15 2034-12-01 RefiWithCash Owner AllDocs Condo 1863
592 159300.00 568 NULL NULL 86.1100 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 4474
593 78000.00 605 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner AllDocs SingleFamily 4344
594 180000.00 515 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 3104
595 262000.00 670 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 Purchase Owner LimitedDocs SingleFamily 8753
596 140000.00 551 NULL NULL 55.3400 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 2920
597 285000.00 657 NULL NULL 95.0000 0.0000 1 360 60 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 12594
598 56000.00 564 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 19143
599 87800.00 515 NULL NULL 21.1300 0.0000 1 360 NULL 2004-11-23 2034-12-01 Purchase Owner LimitedDocs SingleFamily 3053
600 269450.00 637 NULL NULL 67.3600 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 2645
601 254915.00 647 NULL NULL 85.0000 0.0000 3 360 NULL 2004-11-30 2034-12-01 Purchase NotOwner LimitedDocs Multi 2780
602 131200.00 709 NULL NULL 80.0000 100.0000 2 360 NULL 2004-11-19 2034-12-01 Purchase Owner LimitedDocs Multi 1089
603 180000.00 607 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 33776
604 161500.00 621 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 3269
605 300050.00 674 NULL NULL 85.0000 0.0000 2 360 NULL 2004-11-23 2034-12-01 Purchase Owner NoDocs PUD 11722
606 199500.00 687 NULL NULL 95.0000 0.0000 2 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner LimitedDocs Multi 1107
607 190000.00 732 NULL NULL 80.0000 100.0000 1 360 NULL 2004-12-01 2034-12-01 Purchase Owner LimitedDocs SingleFamily 5032
608 145600.00 615 NULL NULL 80.0000 100.0000 1 360 60 2004-11-30 2034-12-01 Purchase Owner AllDocs SingleFamily 1453
609 195500.00 544 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 6095
610 160550.00 636 NULL NULL 84.5000 0.0000 1 360 NULL 2004-12-08 2035-01-01 RefiWithCash Owner AllDocs SingleFamily 2909
611 168000.00 578 NULL NULL 68.5700 0.0000 2 360 NULL 2004-12-01 2035-01-01 RefiWithCash Owner AllDocs Multi 7501
612 176000.00 630 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 4027
613 140000.00 601 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs Condo 8536
614 97500.00 568 NULL NULL 75.0000 0.0000 1 360 NULL 2004-12-01 2034-12-01 Purchase Owner AllDocs SingleFamily 8302
615 175920.00 741 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-23 2034-12-01 Purchase Owner LimitedDocs SingleFamily 19020
616 170000.00 536 NULL NULL 70.5400 0.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner LimitedDocs SingleFamily 7860
617 260000.00 522 NULL NULL 73.8600 0.0000 1 360 NULL 2004-12-01 2035-01-01 RefiWithCash Owner AllDocs SingleFamily 10310
618 280000.00 672 NULL NULL 78.4300 0.0000 2 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner NoDocs Multi 1841
619 182400.00 663 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-24 2034-12-01 Purchase Owner LimitedDocs Condo 7860
620 140000.00 571 NULL NULL 80.0000 0.0000 2 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner LimitedDocs Multi 6360
621 223200.00 689 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-23 2034-12-01 Purchase Second LimitedDocs SingleFamily 3580
622 240000.00 599 NULL NULL 80.0000 0.0000 2 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner LimitedDocs Multi 7104
623 209000.00 594 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner AllDocs SingleFamily 2816
624 128500.00 589 NULL NULL 52.4500 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 19012
625 221600.00 550 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 8225
626 176225.00 772 NULL NULL 95.0000 0.0000 2 360 NULL 2004-11-29 2034-12-01 Purchase Owner LimitedDocs Multi 19116
627 260000.00 555 NULL NULL 77.6100 0.0000 1 360 NULL 2004-12-13 2035-01-01 RefiWithCash Owner AllDocs SingleFamily 2067
628 143200.00 747 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner LimitedDocs SingleFamily 4062
629 310400.00 613 NULL NULL 80.0000 89.0200 1 360 NULL 2004-12-14 2035-01-01 RefiWithCash Owner LimitedDocs SingleFamily 2360
630 216000.00 734 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner LimitedDocs SingleFamily 6424
631 102850.00 621 NULL NULL 85.0000 0.0000 1 360 NULL 2004-12-20 2035-01-01 RefiWithCash Owner LimitedDocs SingleFamily 19808
632 100000.00 NULL NULL NULL 68.9700 0.0000 1 360 NULL 2004-12-27 2035-01-01 Purchase Owner AllDocs Condo 2190
633 128700.00 570 NULL NULL 90.0000 0.0000 1 360 NULL 2004-08-02 2034-08-01 Refi Owner AllDocs SingleFamily 72301
634 238000.00 508 NULL NULL 83.2200 0.0000 1 360 NULL 2004-09-30 2034-10-01 RefiWithCash Owner AllDocs SingleFamily 94509
635 150000.00 562 NULL NULL 66.3700 0.0000 1 360 NULL 2004-08-27 2034-09-01 Purchase NotOwner AllDocs SingleFamily 96720
636 51000.00 552 NULL NULL 75.0000 0.0000 1 360 NULL 2004-10-06 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 72301
637 131000.00 519 NULL NULL 53.4700 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 59870
638 89600.00 537 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 96778
639 125600.00 605 NULL NULL 80.0000 100.0000 1 360 NULL 2004-10-01 2034-10-01 RefiWithCash Owner AllDocs SingleFamily 99005
640 310000.00 733 NULL NULL 64.3200 0.0000 1 360 NULL 2004-09-29 2034-10-01 RefiWithCash Owner LimitedDocs SingleFamily 94541
641 93450.00 575 NULL NULL 89.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 83274
642 69300.00 525 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-02 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 72118
643 270000.00 585 NULL NULL 77.1400 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 95376
644 267750.00 687 NULL NULL 85.0000 0.0000 1 360 NULL 2004-10-28 2034-11-01 RefiWithCash Owner AllDocs PUD 91732
645 230000.00 674 NULL NULL 59.7400 72.7300 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 93619
646 264700.00 705 NULL NULL 66.1800 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 91331
647 138750.00 648 NULL NULL 75.0000 0.0000 1 360 NULL 2004-12-01 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 96720
648 225000.00 668 NULL NULL 66.1800 0.0000 1 360 60 2004-11-11 2034-12-01 RefiWithCash Owner AllDocs PUD 91911
649 54400.00 530 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 56345
650 420000.00 596 NULL NULL 80.0000 0.0000 3 360 NULL 2004-11-29 2034-12-01 RefiWithCash NotOwner AllDocs Multi 91601
651 251750.00 NULL NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner LimitedDocs SingleFamily 95987
652 191250.00 602 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 93274
653 148500.00 588 NULL NULL 87.3500 0.0000 1 360 60 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 93257
654 72800.00 569 NULL NULL 80.0000 0.0000 2 360 NULL 2004-11-29 2034-12-01 RefiWithCash NotOwner AllDocs Multi 92311
655 152000.00 564 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 93535
656 106750.00 502 NULL NULL 61.0000 0.0000 1 360 NULL 2004-12-31 2035-01-01 RefiWithCash Owner AllDocs SingleFamily 95206
657 318250.00 704 NULL NULL 95.0000 0.0000 1 360 60 2004-12-30 2035-01-01 RefiWithCash Owner AllDocs SingleFamily 92084
658 238000.00 566 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 36439
659 232750.00 604 NULL NULL 95.0000 0.0000 1 360 NULL 2004-09-30 2034-10-01 RefiWithCash Owner AllDocs SingleFamily 34711
660 85500.00 611 NULL NULL 90.0000 0.0000 1 360 NULL 2004-08-31 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 43614
661 115200.00 626 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 33311
662 57000.00 604 NULL NULL 95.0000 0.0000 1 120 NULL 2004-11-16 2014-12-01 RefiWithCash Owner AllDocs SingleFamily 39553
663 176700.00 702 NULL NULL 95.0000 0.0000 1 360 NULL 2004-10-08 2034-10-01 Purchase Owner AllDocs SingleFamily 32605
664 237500.00 573 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 8087
665 65000.00 695 NULL NULL 100.0000 0.0000 1 360 NULL 2004-11-15 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 33972
666 113200.00 526 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 27106
667 98175.00 514 NULL NULL 85.0000 0.0000 1 360 NULL 2004-10-29 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 34482
668 240000.00 741 NULL NULL 80.0000 100.0000 1 360 60 2004-11-23 2034-12-01 RefiWithCash Owner LimitedDocs PUD 20657
669 58000.00 541 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 27534
670 61750.00 624 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-15 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 45801
671 152000.00 614 NULL NULL 95.0000 0.0000 1 180 NULL 2004-11-30 2019-12-01 RefiWithCash Owner AllDocs SingleFamily 36560
672 50000.00 618 NULL NULL 38.4600 0.0000 1 240 NULL 2004-11-24 2024-12-01 RefiWithCash Owner AllDocs SingleFamily 33127
673 81600.00 503 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 43623
674 84000.00 515 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 35023
675 50000.00 615 NULL NULL 76.9200 0.0000 1 180 NULL 2004-11-29 2019-12-01 RefiWithCash Owner AllDocs SingleFamily 36871
676 59200.00 575 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 36619
677 168000.00 673 NULL NULL 80.0000 100.0000 1 360 NULL 2004-12-31 2035-01-01 Purchase Owner LimitedDocs PUD 33026
678 139250.00 613 NULL NULL 62.4400 0.0000 1 360 NULL 2004-08-23 2034-09-01 Refi Owner LimitedDocs SingleFamily 76180
679 113400.00 513 NULL NULL 70.0000 0.0000 1 360 NULL 2004-08-09 2034-09-01 RefiWithCash Owner LimitedDocs SingleFamily 70301
680 105000.00 604 NULL NULL 70.0000 0.0000 1 360 NULL 2004-07-21 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 12601
681 118000.00 598 NULL NULL 54.8800 0.0000 1 360 NULL 2004-07-19 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 3102
682 98400.00 534 NULL NULL 80.0000 0.0000 1 360 NULL 2004-07-30 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 76180
683 222300.00 627 NULL NULL 95.0000 0.0000 1 360 NULL 2004-09-01 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 60804
684 193800.00 586 NULL NULL 95.0000 0.0000 1 360 NULL 2004-09-27 2034-10-01 RefiWithCash Owner AllDocs SingleFamily 24179
685 58000.00 578 NULL NULL 54.0400 54.0400 1 360 NULL 2004-08-09 2034-09-01 RefiWithCash Owner LimitedDocs SingleFamily 3079
686 131750.00 565 NULL NULL 85.0000 0.0000 1 360 NULL 2004-07-30 2034-08-01 RefiWithCash Second AllDocs PUD 32837
687 214000.00 643 NULL NULL 54.0400 0.0000 1 360 NULL 2004-08-02 2034-08-01 RefiWithCash Owner LimitedDocs SingleFamily 2341
688 100000.00 532 NULL NULL 45.2300 45.2300 1 360 NULL 2004-07-27 2034-08-01 RefiWithCash Owner LimitedDocs SingleFamily 90603
689 94500.00 620 NULL NULL 68.4800 0.0000 1 360 NULL 2004-07-30 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 28086
690 124000.00 633 NULL NULL 80.0000 0.0000 1 180 NULL 2004-11-30 2019-12-01 RefiWithCash Owner AllDocs SingleFamily 48237
691 95400.00 623 NULL NULL 90.0000 0.0000 2 360 NULL 2004-08-30 2034-09-01 RefiWithCash NotOwner AllDocs Multi 53210
692 266250.00 632 NULL NULL 75.0000 0.0000 1 360 NULL 2004-10-04 2034-11-01 RefiWithCash Owner LimitedDocs SingleFamily 2368
693 216000.00 633 NULL NULL 90.0000 0.0000 1 360 NULL 2004-09-28 2034-10-01 RefiWithCash Owner LimitedDocs SingleFamily 96080
694 52000.00 529 NULL NULL 80.0000 0.0000 1 360 NULL 2004-08-24 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 30635
695 104100.00 529 NULL NULL 68.0400 0.0000 1 360 NULL 2004-08-27 2034-09-01 Refi Owner AllDocs SingleFamily 8107
696 232000.00 630 NULL NULL 86.2500 0.0000 1 360 NULL 2004-10-18 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 2536
697 218500.00 618 NULL NULL 68.0700 85.6900 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 11423
698 244000.00 611 NULL NULL 80.0000 0.0000 1 360 NULL 2004-09-27 2034-10-01 RefiWithCash Owner LimitedDocs SingleFamily 19607
699 202000.00 582 NULL NULL 61.2100 0.0000 1 360 NULL 2004-09-22 2034-10-01 RefiWithCash Owner LimitedDocs SingleFamily 11757
700 195000.00 512 NULL NULL 69.1500 0.0000 1 360 NULL 2004-09-30 2034-10-01 RefiWithCash Owner LimitedDocs SingleFamily 2126
701 125000.00 671 NULL NULL 72.6700 0.0000 1 360 NULL 2004-09-16 2034-10-01 RefiWithCash Owner LimitedDocs SingleFamily 1507
702 173800.00 683 NULL NULL 46.8500 0.0000 1 360 NULL 2004-09-29 2034-10-01 Refi Owner LimitedDocs SingleFamily 1862
703 183600.00 593 NULL NULL 90.0000 0.0000 1 360 NULL 2004-09-29 2034-10-01 RefiWithCash Owner AllDocs PUD 80543
704 85500.00 643 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-15 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 48640
705 233750.00 602 NULL NULL 85.0000 0.0000 1 360 NULL 2004-09-23 2034-10-01 RefiWithCash Owner AllDocs PUD 85310
706 250000.00 571 NULL NULL 79.6200 0.0000 1 360 NULL 2004-09-27 2034-10-01 RefiWithCash Owner AllDocs SingleFamily 7728
707 142400.00 503 NULL NULL 80.0000 0.0000 1 360 NULL 2004-09-27 2034-10-01 RefiWithCash Owner LimitedDocs SingleFamily 93536
708 319600.00 595 NULL NULL 85.0000 0.0000 1 360 NULL 2004-09-29 2034-10-01 RefiWithCash Owner LimitedDocs PUD 20623
709 168500.00 542 NULL NULL 73.2600 0.0000 1 360 NULL 2004-09-29 2034-10-01 RefiWithCash Owner AllDocs SingleFamily 3855
710 144000.00 629 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 5753
711 185250.00 617 NULL NULL 69.3800 0.0000 1 360 NULL 2004-10-01 2034-10-01 RefiWithCash Owner LimitedDocs SingleFamily 33175
712 214500.00 595 NULL NULL 75.0000 0.0000 1 360 NULL 2004-10-29 2034-11-01 RefiWithCash Owner LimitedDocs SingleFamily 7039
713 50350.00 628 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-04 2034-12-01 Purchase Owner AllDocs SingleFamily 4928
714 168000.00 710 NULL NULL 100.0000 0.0000 1 360 NULL 2004-10-11 2034-11-01 RefiWithCash Owner AllDocs Condo 1841
715 195000.00 591 NULL NULL 72.2200 0.0000 1 360 NULL 2004-10-12 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 10941
716 205000.00 624 NULL NULL 49.4000 0.0000 1 360 NULL 2004-10-25 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 89130
717 157500.00 624 NULL NULL 58.3300 0.0000 1 360 NULL 2004-11-23 2034-12-01 Refi Owner LimitedDocs SingleFamily 2743
718 126650.00 564 NULL NULL 81.7100 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 48035
719 86400.00 645 NULL NULL 80.0000 0.0000 1 360 NULL 2004-10-25 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 48879
720 103000.00 538 NULL NULL 58.8600 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 12302
721 112560.00 603 NULL NULL 84.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 31512
722 276800.00 625 NULL NULL 80.0000 0.0000 1 360 60 2004-11-22 2034-12-01 Purchase Owner LimitedDocs SingleFamily 92508
723 96900.00 590 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 6053
724 158650.00 582 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-10 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 48613
725 219500.00 601 NULL NULL 63.6200 0.0000 1 360 NULL 2004-11-29 2034-12-01 Refi Owner AllDocs SingleFamily 60639
726 158000.00 639 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 82070
727 261000.00 644 NULL NULL 90.0000 0.0000 2 360 NULL 2004-11-26 2034-12-01 RefiWithCash Owner AllDocs Multi 1840
728 143000.00 561 NULL NULL 77.7500 95.3300 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner LimitedDocs Condo 33771
729 81900.00 692 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-17 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 30230
730 125000.00 596 NULL NULL 61.1200 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 92392
731 260000.00 637 NULL NULL 57.7800 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 27954
732 131200.00 584 NULL NULL 87.4700 0.0000 1 360 NULL 2004-11-18 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 35206
733 306000.00 618 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-19 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 85704
734 228000.00 632 NULL NULL 61.9600 80.5700 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs PUD 92618
735 180000.00 587 NULL NULL 39.1300 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 11731
736 70320.00 641 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-29 2034-12-01 Purchase Owner LimitedDocs SingleFamily 37813
737 90400.00 538 NULL NULL 80.0000 82.1800 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 60411
738 97500.00 593 NULL NULL 75.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 48867
739 418400.00 502 NULL NULL 80.0000 0.0000 2 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs Multi 10312
740 165000.00 644 NULL NULL 43.5400 0.0000 2 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner LimitedDocs Multi 91051
741 69150.00 525 NULL NULL 83.3100 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 39560
742 110700.00 720 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 63139
743 152000.00 629 NULL NULL 79.5800 89.4100 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 33023
744 232000.00 560 NULL NULL 67.0500 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 60630
745 209000.00 654 NULL NULL 64.3100 0.0000 1 360 NULL 2004-12-16 2035-01-01 Refi Owner AllDocs SingleFamily 10303
746 192000.00 669 NULL NULL 80.0000 100.0000 1 360 60 2004-12-08 2035-01-01 Purchase Owner LimitedDocs PUD 20176
747 164000.00 711 NULL NULL 48.3800 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 95252
748 284800.00 678 NULL NULL 71.5600 85.7800 1 360 NULL 2004-12-02 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 95726
749 101500.00 564 NULL NULL 70.0000 0.0000 1 360 NULL 2004-12-14 2035-01-01 RefiWithCash Owner LimitedDocs SingleFamily 1420
750 139139.00 587 NULL NULL 85.0000 0.0000 1 360 NULL 2004-12-30 2035-01-01 RefiWithCash Owner AllDocs SingleFamily 50111
751 343000.00 616 NULL NULL 90.2600 0.0000 1 360 60 2004-10-12 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 11590
752 304000.00 609 NULL NULL 77.0600 96.3200 1 360 NULL 2004-09-24 2034-10-01 RefiWithCash Owner AllDocs SingleFamily 17050
753 63175.00 600 NULL NULL 95.0000 0.0000 1 360 NULL 2004-08-10 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 15714
754 265000.00 633 NULL NULL 88.0400 0.0000 1 360 NULL 2004-09-22 2034-10-01 RefiWithCash Owner AllDocs SingleFamily 15656
755 196800.00 611 NULL NULL 89.4500 0.0000 1 360 NULL 2004-09-29 2034-10-01 RefiWithCash Owner AllDocs SingleFamily 8055
756 57000.00 622 NULL NULL 94.2100 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 15447
757 133600.00 640 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-10 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 14043
758 52200.00 658 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-10 2034-12-01 Refi Owner AllDocs SingleFamily 14727
759 105000.00 624 NULL NULL 62.5000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 19720
760 82650.00 612 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 Refi Owner AllDocs SingleFamily 15905
761 327750.00 607 NULL NULL 72.8300 0.0000 3 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs Multi 2126
762 84000.00 642 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 17201
